Index,reviewId,appTitle,userName,date,score_x,text,TrueDate,category,summary,installs,minInstalls,score_y,ratings,reviews,free,offersIAP,size,androidVersionText,developerId,genreId,familyGenreId,contentRating,adSupported,released,updated,version,recentChanges,appId,url,newText,reviewLen,Akash,Christian,Connor,Bug reports,Feature requests,User experiences,Ratings,
340400,2391362,,adele priestley,"March 28, 2019",5,it was so good I slept well it was ho😀,2019-05-01,MUSIC_AND_AUDIO,,,,,,,,,,,,,,,,,,,,,,it was so good I slept well it was ho,10,Y,Y,N,,,,,
825386,4281813,LOSE BELLY FAT IN 30 DAYS - FLAT STOMACH,,"December 11, 2018",3,Didnt help me,2019-03-16,HEALTH_AND_FITNESS,Want to Lose Belly Fat fast at Home?<br>Want to get a Flat Stomach in 30 days?,"10,000,000+",10000000,4.8615537,137158,52622,True,False,10M,4.2 and up,Leap+Fitness+Group,HEALTH_AND_FITNESS,,Everyone,True,"Apr 12, 2018",1552662233000,1.1.5,,losebellyfat.flatstomach.absworkout.fatburning,"https://play.google.com/store/apps/details?id=losebellyfat.flatstomach.absworkout.fatburning&hl=en&gl=us""appTitle",Didnt help me,3,Y,Y,N,,,,,
772781,4120006,VENMO MOBILE WALLET: SEND & RECEIVE MONEY,A Google User,"March 12, 2019",1,it is terrible. cant link my card but my bankk specifically says that i can link my card to venmo. amd my other card says they cant at this time and theres no way to get ahold of venmo.. venmo is terrible all i want to do is use venmo and they make it hard to.. someone needs to fix this or venmo should get shut down.. i cant stand when im trying to use a source like venmo amd they make it so hard for no rrason.. i give them one star amd it would b none if it were up to me,2019-04-07,FINANCE,"Venmo is the fast, fun mobile wallet for sending and receiving money.","10,000,000+",10000000,4.6469326,198472,63883,True,False,38M,5.0 and up,"PayPal,+Inc.",FINANCE,,Everyone,False,"May 17, 2010",1554310444000,7.31.1,We worked on the app under the hood. Need some help? Find us at help.venmo.com,com.venmo,"https://play.google.com/store/apps/details?id=com.venmo&hl=en&gl=us""appTitle",it is terrible cant link my card but my specifically that i can link my card to my other card they cant at this time and theres no way to get of is terrible all i want to do is use and they make it hard to someone needs to fix this or should get shut down i cant stand when trying to use a source like they make it so hard for no i give them one star it would b none if it were up to me,89,Y,Y,N,,,,,
510623,2914894,TINDER,Stefania Gallina,"April 8, 2019",1,bumble is much better then tinder! i have opened an account and payed for it but got a shadowban and profile never worked. wrote to customer service and never got a reply. really not impressed with this.,2019-04-14,LIFESTYLE,"Match, Chat &amp; Meet New People","100,000,000+",100000000,3.984793,3296554,851550,True,True,20M,5.0 and up,8.0701669683207E+018,LIFESTYLE,,Mature 17+,True,"Jul 15, 2013",1554332958000,10.11.2,bug fixes and improvements,com.tinder,"https://play.google.com/store/apps/details?id=com.tinder&hl=en&gl=us""appTitle",bumble is much better then tinder i have an account and payed for it but got a and profile never worked wrote to customer service and never got a reply really not with this,34,Y,Y,N,,,,,
219814,1730082,YOUTUBE KIDS,FF Claşs Nation,"March 3, 2019",5,it's a best experience app!,2019-04-01,FAMILY,Best video app for all kids,"50,000,000+",50000000,4.4441032,685543,238017,True,False,Varies with device,Varies with device,5.70031361878618E+018,ENTERTAINMENT,FAMILY_MUSICVIDEO,Everyone,True,"Feb 23, 2015",1553709777000,Varies with device,"By popular request, we&#39;re giving parents more power than ever before. You now have even more control and can hand-pick every channel and video that your child sees.",com.google.android.apps.youtube.kids,"https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids&hl=en&gl=us""appTitle",its a best experience,4,Y,Y,N,,,,,
688309,3869958,"IHEARTRADIO - FREE MUSIC, RADIO & PODCASTS",tabby jones,"April 2, 2019",5,better than pandora recently,2019-04-07,MUSIC_AND_AUDIO,Your Music. Your Stations. Your Podcasts. All Free.,"50,000,000+",50000000,4.6611104,1999620,612024,True,True,Varies with device,Varies with device,8.82128367492773E+018,MUSIC_AND_AUDIO,,Teen,True,,1554236272000,Varies with device,"• Enable auto-downloading for podcasts and manage auto-download settings for each podcast.<br>• All this week, iHeartRadio celebrates the decade that spawned hip hop, new wave alternative, Garth, and the biggest pop icons in history.",com.clearchannel.iheartradio.controller,"https://play.google.com/store/apps/details?id=com.clearchannel.iheartradio.controller&hl=en&gl=us""appTitle",better than pandora recently,4,Y,Y,N,,,,,
653531,3758097,BITMOJI – YOUR PERSONAL EMOJI,Wolf Pack,"March 24, 2019",5,This is the BEST app ever,2019-04-07,ENTERTAINMENT,Bitmoji is your personal emoji. Use it in Snapchat and wherever else you chat!,"100,000,000+",100000000,4.62598,2799119,1022882,True,True,Varies with device,Varies with device,Bitstrips,ENTERTAINMENT,,Teen,False,"Oct 28, 2014",1554304389000,Varies with device,Bug fixes and performance improvements.,com.bitstrips.imoji,"https://play.google.com/store/apps/details?id=com.bitstrips.imoji&hl=en&gl=us""appTitle",This is the BEST ever,5,Y,Y,N,,,,,
328323,2371287,,Ronnie Copelin,"April 29, 2019",4,been good so far.,2019-05-01,ENTERTAINMENT,,,,,,,,,,,,,,,,,,,,,,been good so far,4,Y,Y,N,,,,,
358218,2419083,,A Google User,"April 21, 2019",3,"Can't get any decent classical stuff. Some useful podcasts. Not for the aesthete, but a backup source. 3/5 for now 🤔",2019-05-01,MUSIC_AND_AUDIO,,,,,,,,,,,,,,,,,,,,,,Cant get any decent classical stuff Some useful Not for the aesthete but a backup source 35 for now,19,Y,Y,N,,,,,
196746,1564717,"PIXEL ART: COLOR BY NUMBER, PIXEL COLOR(PIXEL POP)",Tammy Flores,"January 27, 2019",5,i )lllllllove it.,2019-03-13,ENTERTAINMENT,Color by number with thousands of FREE Pixel Art. Join Pixel Color World!,"5,000,000+",5000000,4.6252804,11590,6592,True,True,11M,4.3 and up,Magic+Arts,ENTERTAINMENT,,Everyone,True,"Jul 5, 2018",1552028117000,1.5.38,Thank you for choosing Pixel Coloring Book Game as your coloring book！<br>In this version we have improved program stability and reduced crashes.<br>We&#39;re continuously improving to keep your gameplay fluent and fun.,com.bongolight.pixelcoloring,"https://play.google.com/store/apps/details?id=com.bongolight.pixelcoloring&hl=en&gl=us""appTitle",i love it,3,Y,Y,N,,,,,
92937,505109,TOMB OF THE MASK,Izavier Cureton,"May 5, 2019",5,i passed all the levels with out dying.and it made me start all over again to the 1st level im so so so done lol #ratinggood top5dude #boring,2019-05-09,GAME_ACTION,Addictive tomb labyrinth. Time limit and lava are advancing – go only up!,"50,000,000+",50000000,4.322993,445100,209915,True,True,39M,5.0 and up,7.48681472010041E+018,GAME_ACTION,,Everyone,True,"Jun 19, 2018",1534348286000,1.3,We are ready to make your game experience even greater! Bugs are fixed and game performance is optimized. Enjoy!<br><br>Our team reads all reviews and always tries to make the game better. Please leave us some feedback if you love what we do and feel free to suggest any improvements.,com.playgendary.tom,"https://play.google.com/store/apps/details?id=com.playgendary.tom&hl=en&gl=us""appTitle",i all the with out it made me start all over again to the 1st level so so so done top5dude boring,22,Y,Y,N,,,,,
177616,1414099,SNOWBALL.IO,aj sione,"April 17, 2019",5,I love the graphicsand how it a competitive game,2019-04-21,GAME_ACTION,Push Off Your Opponents,"10,000,000+",10000000,4.674146,114846,51955,True,True,42M,4.1 and up,"Geisha+Tokyo,+Inc.",GAME_ACTION,,Everyone,True,"Nov 29, 2018",1551353674000,1.2.8,* Better game balancing<br>* UI Improvements<br>* Fix bugs,com.geishatokyo.snowballio,"https://play.google.com/store/apps/details?id=com.geishatokyo.snowballio&hl=en&gl=us""appTitle",I love the how it a competitive game,8,Y,Y,N,,,,,
696762,3894911,AMAZON MUSIC,litman3526,"April 6, 2019",5,great amazon prime pays 4 it self,2019-04-07,MUSIC_AND_AUDIO,Find and play music you love – get the free Amazon Music app.,"100,000,000+",100000000,4.315514,1206092,418603,True,False,Varies with device,Varies with device,Amazon+Mobile+LLC,MUSIC_AND_AUDIO,,Teen,False,,1552590145000,Varies with device,"You can now cast to your Alexa devices. Use your phone to play, skip, shuffle, and more on Alexa and Chromecast devices.",com.amazon.mp3,"https://play.google.com/store/apps/details?id=com.amazon.mp3&hl=en&gl=us""appTitle",great prime 4 it self,5,Y,Y,N,,,,,
472840,2605197,FANTASTIC FACE – FACE ANALYSIS & AGING PREDICTION,,"March 7, 2019",1,"And then App Makers said let there be misleading ads and then there where misleading ads and the App Makers thought it was good ( I wouldn't even be upset if there ad said ""cost money for some features"" but here i am wasting time downloading this app and writing a comment *rawr* XD all i can say is the OOF is BIG",2019-03-13,LIFESTYLE,Fantastic Face is a funny APP which can help you learn more about yourself！,"1,000,000+",1000000,2.2323267,11359,7752,True,True,31M,4.4 and up,VIPTOP+DATA+LIMITED,LIFESTYLE,,Everyone,True,"Nov 20, 2018",1552389993000,1.4.2,Fix bugs,com.hy.sfacer,"https://play.google.com/store/apps/details?id=com.hy.sfacer&hl=en&gl=us""appTitle",And then said let there be misleading and then there where misleading and the thought it was good I wouldnt even be upset if there ad said cost money for some but here i am wasting time this and writing a comment all i can say is the is BIG,50,Y,Y,N,,,,,
376049,2448274,,Amanda Dean,"April 15, 2019",5,my son was in a private Pre-K so this app we did not have but starting kindergarten and first grade this has been the best app I'm getting in contact with both of his teachers and both grades each year was both quick to answer about to me I really love being able to have such close contact with his teacher <3,2019-05-01,EDUCATION,,,,,,,,,,,,,,,,,,,,,,my son was in a private so this we did not have but starting kindergarten and first grade this been the best getting in contact with both of his and both each year was both quick to answer about to me I really love being able to have such close contact with his teacher 3,55,Y,Y,N,,,,,
712827,3942251,REMIND: SCHOOL COMMUNICATION,Troy Richardson,"March 3, 2019",4,great help for communicating,2019-04-07,EDUCATION,School Communication,"10,000,000+",10000000,4.4928813,141882,47191,True,False,22M,4.4 and up,Remind101,EDUCATION,,Everyone,False,"Oct 5, 2012",1554160449000,10.0.4.33635,"To make your Remind experience great, we update our app every two weeks with features that help simplify communication and improve speed and performance. You can turn on automatic updates in the Play Store app, and check out our FAQs for what’s in our newest release: rmd.me/updates",com.remind101,"https://play.google.com/store/apps/details?id=com.remind101&hl=en&gl=us""appTitle",great help for communicating,4,Y,Y,N,,,,,
232538,1935036,TUBI - FREE MOVIES & TV SHOWS,Kristi Robnett,"March 20, 2019",5,I really think its great has good movies you can watch anywhere anytime and its free whats nice is it is for all ages i just think its great,2019-04-01,ENTERTAINMENT,"Stream Movies &amp; TV Shows in Holiday, Anime, Horror, Reality &amp; More!","10,000,000+",10000000,4.3751345,470487,198553,True,False,15M,4.1 and up,9.00520738732849E+018,ENTERTAINMENT,,Teen,True,"Sep 19, 2014",1554668612000,2.19,,com.tubitv,"https://play.google.com/store/apps/details?id=com.tubitv&hl=en&gl=us""appTitle",I really think its great good you can watch anywhere and its free whats nice is it is for all i just think its great,25,Y,Y,N,,,,,
350659,2407236,,Wyatt Withers,"April 29, 2019",5,i thick its a good way to find misic and not haft to pay but i wish it was offline,2019-05-01,MUSIC_AND_AUDIO,,,,,,,,,,,,,,,,,,,,,,i thick its a good way to find and not haft to pay but i wish it was,18,Y,Y,N,,,,,
22495,77317,APPLE MUSIC,Jon Causey,"January 18, 2019",1,the new update has screwed my playlists over. I can't listen to any of my songs past the first song on my lists. I've tried uninstalling & reinstalling with no luck!,2019-03-09,MUSIC_AND_AUDIO,50 million songs. All ad-free.,"10,000,000+",10000000,3.461881,285972,116806,True,False,43M,Varies with device,Apple+Inc.,MUSIC_AND_AUDIO,,Teen,False,"Nov 10, 2015",1554398776000,Varies with device,"The latest update includes:<br>• Support for Chromebooks.<br>• More editorial highlights in Browse, making it easier to discover new music, playlists, and more.<br>• Various bug fixes.",com.apple.android.music,"https://play.google.com/store/apps/details?id=com.apple.android.music&hl=en&gl=us""appTitle",the new update screwed my over I cant listen to any of my past the first song on my tried with no luck,23,Y,Y,N,,,,,
241443,2012189,"IHEARTRADIO - FREE MUSIC, RADIO & PODCASTS",Barbara Underwood,"March 11, 2019",1,"worst app ever! Freezes all the time. don't look at your phone or breath near it, the app will stop streaming. don't turn off the screen, adjust the volume, pray you don't get a phone call or the app will crash. and that's if you even get it to play a podcast in the first place! my husband and I drive several hours a day visiting our baby in the hospital, and we really just wanna listen to our favorite morning show podcast. rarely ever works. doesn't matter iPhone or android.",2019-04-01,MUSIC_AND_AUDIO,Your Music. Your Stations. Your Podcasts. All Free.,"50,000,000+",50000000,4.6611104,1999620,612024,True,True,Varies with device,Varies with device,8.82128367492773E+018,MUSIC_AND_AUDIO,,Teen,True,,1554236272000,Varies with device,"• Enable auto-downloading for podcasts and manage auto-download settings for each podcast.<br>• All this week, iHeartRadio celebrates the decade that spawned hip hop, new wave alternative, Garth, and the biggest pop icons in history.",com.clearchannel.iheartradio.controller,"https://play.google.com/store/apps/details?id=com.clearchannel.iheartradio.controller&hl=en&gl=us""appTitle",worst ever all the time dont look at your phone or breath near it the will stop streaming dont turn off the screen adjust the volume pray you dont get a phone call or the will crash and thats if you even get it to play a in the first place my husband and I drive several a day visiting our baby in the hospital and we really just listen to our favorite morning show rarely ever works doesnt matter or android,82,Y,Y,N,,,,,
201415,1584981,NETFLIX,,"March 12, 2019",5,Very time consuming.love it,2019-03-13,ENTERTAINMENT,Netflix is the leading subscription service for watching TV episodes and movies.,"500,000,000+",500000000,4.4488134,6401919,2006574,True,True,Varies with device,Varies with device,"Netflix,+Inc.",ENTERTAINMENT,,Teen,False,"May 5, 2011",1554398258000,Varies with device,Someone eyeing your Netflix app on the bus? Make sure it’s the latest and greatest. Get the update for our best experience yet.<br><br>No matter your mood—we’ve got options. In this version we made player improvements to make watching them even better.,com.netflix.mediaclient,"https://play.google.com/store/apps/details?id=com.netflix.mediaclient&hl=en&gl=us""appTitle",Very time it,3,Y,Y,N,,,,,
184723,1482851,GOOGLE HOME,Christopher Doyle,"April 17, 2019",4,"very good but I should be able to use my Google home to send texts, especially if I can use it to call",2019-04-21,LIFESTYLE,"Set up and control your Chromecast, Chromecast Audio, and Google Home devices","50,000,000+",50000000,4.0577617,562277,149242,True,False,23M,4.4 and up,5.70031361878618E+018,LIFESTYLE,,Everyone,False,"Jul 18, 2013",1554161779000,2.9.65.15,"With the new Google Home app, you can now control, organize and manage compatible lights, cameras, TVs and more, all from just one place.<br><br><br>• One simple view, with you in control.<br>• Shortcuts for the things you do most, like turning on and off the lights or playing music.<br>• Check up on your home when you’re away, or use it as a remote for your Google Home, Chromecast and other devices",com.google.android.apps.chromecast.app,"https://play.google.com/store/apps/details?id=com.google.android.apps.chromecast.app&hl=en&gl=us""appTitle",very good but I should be able to use my home to send especially if I can use it to call,21,Y,Y,N,,,,,
311994,2343047,,Lizette Hinostroza,"April 18, 2019",5,good as good,2019-05-01,ENTERTAINMENT,,,,,,,,,,,,,,,,,,,,,,good as good,3,Y,Y,N,,,,,
414785,2507467,,Nyna Townsel,"April 30, 2019",5,Yes I was very happy.,2019-05-01,FINANCE,,,,,,,,,,,,,,,,,,,,,,Yes I was very happy,5,Y,Y,N,,,,,
609881,3578657,DISNEYNOW – EPISODES & LIVE TV,Taiylor Cox,"January 5, 2019",5,it's good if you have a urge to watch something that is not on Disney Channel any more the only problem is that I don't like the Ads but so far the app is good and helpful I like it because netflix doesn't have everything and nether does Hulu so that's why I like this app,2019-04-07,FAMILY,"Access the best of Disney TV all in one place, whenever, wherever!","5,000,000+",5000000,4.3411994,98268,47152,True,False,Varies with device,4.4 and up,Disney,ENTERTAINMENT,FAMILY_MUSICVIDEO,Everyone,True,"May 29, 2014",1553554564000,Varies with device,We’ve made some updates behind the scenes to keep things running smoothly. Thank you for using the DisneyNOW app!,com.disney.datg.videoplatforms.android.watchdc,https://play.google.com/store/apps/details?id=com.disney.datg.videoplatforms.android.watchdc&hl=en&gl=us,its good if you have a urge to watch something that is not on Channel any more the only problem is that I dont like the but so far the is good and helpful I like it because doesnt have everything and nether does Hulu so thats why I like this,51,Y,Y,N,,,,,
758300,4077214,CREDIT KARMA,Charnette Burris,"April 7, 2019",1,"I cant seem to call them, cause they have no direct phone number. i would like to know why credit score went down so much, but only goes up 1 point in a month",2019-04-07,FINANCE,"Track your credit scores, monitor for ID theft, even file your taxes. It’s free!","10,000,000+",10000000,4.732531,813694,290486,True,False,Varies with device,Varies with device,"Credit+Karma,+Inc.",FINANCE,,Everyone,True,"Feb 28, 2013",1554229142000,Varies with device,"• Enhancements and improved stability<br><br>Stay tuned for more updates, and be sure to share your feedback at comments@creditkarma.com.",com.creditkarma.mobile,"https://play.google.com/store/apps/details?id=com.creditkarma.mobile&hl=en&gl=us""appTitle",I cant seem to call them cause they have no direct phone number i would like to know why credit score went down so much but only goes up 1 point in a month,34,Y,Y,N,,,,,
166073,1313987,SPOTIFY - MUSIC AND PODCASTS,J &H vlogs,"April 20, 2019",5,love it music wont stop !!!!!,2019-04-21,MUSIC_AND_AUDIO,Spotify gives you instant access to millions of songs and podcasts.,"100,000,000+",100000000,4.569571,14687107,4448422,True,False,Varies with device,Varies with device,Spotify+Ltd.,MUSIC_AND_AUDIO,,Teen,True,"May 27, 2014",1554448649000,Varies with device,"We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.",com.spotify.music,"https://play.google.com/store/apps/details?id=com.spotify.music&hl=en&gl=us""appTitle",love it music wont stop,5,Y,Y,N,,,,,
11128,37950,DRUM PAD MACHINE - MAKE BEATS,,"February 12, 2019",4,I like it it keeps me atlest doing something with my life tbh,2019-03-09,MUSIC_AND_AUDIO,Be a true rapper and create beats music. This dj app is a perfect music mixer,"10,000,000+",10000000,4.4596744,269606,108069,True,True,27M,4.1 and up,7.47363468851068E+018,MUSIC_AND_AUDIO,,Everyone,True,"Aug 31, 2014",1553698503000,2.0.360,- Performance and stability improvements<br><br>Be a beat maker with Drum Pad Machine!,com.agminstruments.drumpadmachine,"https://play.google.com/store/apps/details?id=com.agminstruments.drumpadmachine&hl=en&gl=us""appTitle",I like it it me doing something with my life,10,Y,Y,N,,,,,
41070,189101,"HULU: STREAM TV, MOVIES & MORE",sylvia campbell,"May 1, 2019",3,would be good if there were no ads. Unfortunately there are. Probably won't keep using for very long,2019-05-09,ENTERTAINMENT,"Hulu: Get exclusive seasons, movies, Originals, and more - now offering Live TV","10,000,000+",10000000,4.020658,347468,106853,True,False,Varies with device,5.0 and up,Hulu,ENTERTAINMENT,,Teen,True,"Jun 22, 2011",1554419820000,Varies with device,This release includes bug fixes and more spring-cleaning work. Get the latest version of our app and continue enjoying your Hulu favorites!,com.hulu.plus,"https://play.google.com/store/apps/details?id=com.hulu.plus&hl=en&gl=us""appTitle",would be good if there were no Unfortunately there are Probably wont keep for very long,16,Y,Y,N,,,,,
521852,3040929,DUOLINGO: LEARN LANGUAGES FREE,Andre McDowell,"April 8, 2019",3,"Not sure why they decided the app needed a redesign but I don't like it. Sure the updated animations are cool and all, but I hate the new style. Duo doesn't even wear the outfits anymore so no need of having them!",2019-04-14,FAMILY,"Learn English, Spanish, French, German, Italian and more languages for free.","100,000,000+",100000000,4.719991,7398468,2871008,True,True,Varies with device,Varies with device,6.95768545445261E+018,EDUCATION,FAMILY_EDUCATION,Everyone,True,"May 29, 2013",1554315120000,Varies with device,"New and improved Spanish and French courses are now available for most users! The new courses are a major step forward in getting you to a higher level of language proficiency. These courses now have 800 new words each and dozens of illustrated tips on grammar, pronunciation, and common phrases.<br><br>This change may appear to cause a loss of progress for some advanced users, but we’re really just adding more new content to learn! More details coming to our blog this week: making.duolingo.com",com.duolingo,"https://play.google.com/store/apps/details?id=com.duolingo&hl=en&gl=us""appTitle",Not sure why they decided the a redesign but I dont like it Sure the are cool and all but I hate the new style Duo doesnt even wear the so no need of them,35,Y,Y,N,,,,,
654409,3761003,NETFLIX,sunanda bhowmick,"April 4, 2019",3,let us pay with more options otger than debit n credit card for India include Rupay and paytm or Googlepay,2019-04-07,ENTERTAINMENT,Netflix is the leading subscription service for watching TV episodes and movies.,"500,000,000+",500000000,4.4488134,6401919,2006574,True,True,Varies with device,Varies with device,"Netflix,+Inc.",ENTERTAINMENT,,Teen,False,"May 5, 2011",1554398258000,Varies with device,Someone eyeing your Netflix app on the bus? Make sure it’s the latest and greatest. Get the update for our best experience yet.<br><br>No matter your mood—we’ve got options. In this version we made player improvements to make watching them even better.,com.netflix.mediaclient,"https://play.google.com/store/apps/details?id=com.netflix.mediaclient&hl=en&gl=us""appTitle",let us pay with more than debit n credit card for include and or,14,Y,Y,N,,,,,
701237,3908233,PHOTOMATH,Pranjal Pal,"March 17, 2019",5,Thanks for giving this app,2019-04-07,EDUCATION,Scan. Solve. Learn.,"50,000,000+",50000000,4.6909137,1073277,405840,True,True,Varies with device,Varies with device,8.49201172042255E+018,EDUCATION,,Everyone,False,"Feb 26, 2015",1553708227000,Varies with device,We bring updates regularly to make math learning and problem solving even easier for you!<br><br>• We revamped app design so you can learn math in a much easier way now<br>• Fixed some bugs that may crash the app<br>• Newly redesigned calculator<br>• General improvements made all around the app to make it run even smoother<br>• Improved customer support experience and updated contact information,com.microblink.photomath,"https://play.google.com/store/apps/details?id=com.microblink.photomath&hl=en&gl=us""appTitle",Thanks for giving this,4,Y,Y,N,,,,,
